46,1,2.1667e+05,3,1,8,3,1,1,0,0,40
35,1,56352,11,1,3,3,1,1,0,0,40
41,1,1.4737e+05,9,1,9,3,1,1,0,0,48
30,1,1.8815e+05,9,1,8,3,1,1,5013,0,40
30,1,59496,13,1,4,3,1,1,2407,0,40
32,NaN,2.9394e+05,4,6,NaN,4,1,1,0,0,40
48,1,1.4964e+05,9,1,11,3,1,1,0,0,40
42,1,1.1663e+05,16,1,6,3,1,1,0,0,45
29,1,1.056e+05,10,2,1,4,1,1,0,0,58
36,1,1.5554e+05,9,1,2,3,1,1,0,0,40
28,1,1.8318e+05,10,2,9,4,1,2,0,0,40
53,1,1.6985e+05,9,1,9,1,1,2,0,0,40
49,3,1.9168e+05,10,1,5,3,1,1,0,0,50
25,NaN,2.0068e+05,10,3,NaN,2,1,1,0,0,40
19,1,1.0151e+05,10,3,6,2,1,1,0,0,32
31,1,3.0997e+05,13,4,4,2,5,2,0,0,40
29,2,1.623e+05,13,1,4,3,1,1,0,0,70
23,1,2.1168e+05,10,3,8,4,1,1,0,0,40
79,1,1.2474e+05,10,1,6,5,1,1,0,0,20
27,1,2.1392e+05,9,3,3,2,1,1,0,0,40
40,1,32214,12,1,9,3,1,1,0,0,40
67,NaN,2.1276e+05,6,1,NaN,3,1,1,0,0,2
18,1,3.0963e+05,7,3,3,2,1,2,0,0,22
31,5,1.2593e+05,4,1,10,3,1,1,0,0,40
18,1,4.4684e+05,9,3,4,4,1,1,0,0,30
52,1,2.7652e+05,13,1,3,3,1,1,0,0,40
46,1,51618,9,1,3,1,1,2,0,0,40
59,1,1.5994e+05,9,1,4,3,1,1,0,0,48
44,1,3.4359e+05,9,2,2,4,1,2,14344,0,40
53,1,3.4625e+05,9,2,4,2,1,2,0,0,35
49,5,2.6823e+05,9,1,13,3,1,1,0,0,40
33,1,2.0205e+05,14,1,6,3,1,1,0,0,50
30,1,54334,5,3,4,4,1,1,0,0,40
43,4,4.1087e+05,16,3,6,4,1,2,0,0,50
57,1,2.4998e+05,11,1,6,3,1,1,0,0,40
37,1,2.8673e+05,10,2,2,6,1,2,0,0,40
28,1,2.1256e+05,10,2,8,6,5,2,0,0,25
30,1,1.1775e+05,9,1,4,1,2,2,0,1573,35
34,5,2.263e+05,13,1,13,3,1,1,0,0,40
29,5,1.1558e+05,10,3,7,4,1,1,0,0,50
48,2,1.9128e+05,16,1,6,3,1,1,0,1902,60
37,1,2.0268e+05,10,1,4,3,1,1,0,0,48
48,1,1.711e+05,12,2,5,6,1,2,0,0,40
32,4,2.4941e+05,9,3,3,2,5,1,0,0,40
76,1,1.2419e+05,14,1,5,3,1,1,0,0,40
44,1,1.9828e+05,13,1,5,3,1,1,15024,0,60
47,2,1.4912e+05,14,3,6,4,1,2,0,0,50
20,1,1.883e+05,10,3,1,2,1,2,0,0,40
29,1,1.0343e+05,9,3,2,4,1,1,0,0,40
32,3,3.1766e+05,9,1,2,3,1,1,7688,0,40
17,NaN,3.0487e+05,6,3,NaN,2,1,2,34095,0,32
30,1,1.949e+05,7,3,7,2,1,1,0,0,40
31,5,1.8926e+05,9,3,9,4,1,2,0,0,40
42,1,1.2469e+05,9,1,7,3,1,1,0,0,40
24,1,4.3238e+05,13,3,4,5,1,1,0,0,40
38,1,65324,15,1,6,3,1,1,0,0,40
56,2,3.3560e+05,9,1,3,3,1,1,0,1887,50
28,1,3.7787e+05,10,1,4,1,1,2,4064,0,25
36,1,1.0286e+05,9,3,8,2,1,2,0,0,40
53,1,95647,5,1,7,3,1,1,0,0,50
56,3,3.0309e+05,10,1,4,3,1,1,0,0,50
49,5,1.9737e+05,11,1,2,3,5,1,0,0,40
55,1,2.4755e+05,10,1,4,3,1,1,0,0,56
22,1,1.0263e+05,9,3,2,4,1,1,0,0,41
21,1,1.9992e+05,10,3,3,2,1,2,0,0,40
40,1,1.1885e+05,13,1,5,3,1,1,0,0,60
30,1,77143,13,3,5,2,5,1,0,0,40
29,6,2.6799e+05,13,1,6,3,1,1,0,0,50
19,1,3.0161e+05,10,3,3,2,5,1,0,0,35
47,1,2.8783e+05,13,1,5,1,1,2,0,0,40
20,1,1.117e+05,10,3,9,2,1,2,0,1719,28
31,1,1.1494e+05,12,1,9,3,1,1,0,0,40
35,NaN,1.2930e+05,9,1,NaN,3,1,1,0,0,40
39,1,3.6574e+05,10,2,2,4,1,1,0,0,40
28,1,69621,12,3,4,4,1,2,0,0,60
24,1,43323,9,3,3,4,1,2,0,1762,40
38,2,1.2098e+05,9,1,2,3,1,1,4386,0,35
37,1,2.542e+05,13,1,4,3,1,1,0,0,50
46,1,1.462e+05,12,2,1,4,5,2,0,0,36
38,4,1.2593e+05,14,1,6,3,1,1,0,0,40
43,2,56920,9,1,2,3,1,1,0,0,60
27,1,1.6313e+05,11,1,9,1,1,2,0,0,35
20,1,34310,10,3,4,2,1,1,0,0,20
49,1,81973,10,1,2,3,2,1,0,0,40
61,3,66614,9,1,2,3,1,1,0,0,40
27,1,2.3278e+05,10,3,4,2,1,2,0,0,40
19,1,3.1687e+05,10,3,3,2,1,1,0,0,30
45,1,1.9658e+05,11,3,6,4,1,2,0,1564,40
70,1,1.0538e+05,10,3,1,5,1,1,0,0,40
31,1,1.8581e+05,9,3,11,6,5,2,0,0,30
22,1,1.7537e+05,10,1,3,3,1,1,0,0,24
36,1,1.0829e+05,9,5,3,6,1,2,0,0,24
64,1,1.8123e+05,7,1,2,3,1,1,0,2179,40
43,NaN,1.7466e+05,10,2,NaN,4,1,2,0,0,40
47,5,1.8601e+05,10,2,9,6,1,2,0,0,38
34,1,1.9818e+05,9,3,9,4,1,2,0,0,40
33,1,1.63e+05,13,3,5,5,2,2,0,0,40
21,1,2.9616e+05,9,3,2,2,1,1,0,0,35
52,NaN,2.529e+05,9,2,NaN,4,1,1,0,0,45
48,1,1.8772e+05,9,1,2,3,1,1,0,0,46
23,1,2.1454e+05,13,3,7,4,1,1,0,0,40
71,2,4.9422e+05,10,4,4,6,5,1,0,1816,2
29,1,1.9154e+05,9,2,2,4,1,1,0,0,60
42,1,2.2846e+05,13,4,3,5,5,1,0,0,50
68,NaN,38317,2,2,NaN,4,1,2,0,0,20
25,1,2.5275e+05,9,3,3,6,1,2,0,0,40
44,3,78374,14,2,5,6,2,2,0,0,40
28,1,88419,9,3,5,4,2,2,0,0,40
45,2,2.0108e+05,14,1,4,3,1,1,0,0,40
36,1,2.0716e+05,10,2,3,6,1,2,0,0,40
39,4,2.3548e+05,12,3,5,4,1,1,0,0,42
46,6,1.0263e+05,14,5,13,6,1,1,0,0,40
18,1,25828,7,3,7,2,1,1,0,0,16
66,5,54826,11,5,6,4,1,2,0,0,20
27,1,1.2495e+05,9,3,3,4,1,1,0,1980,40
28,6,1.7532e+05,9,1,13,3,1,1,0,0,40
51,1,96062,10,1,4,3,1,1,0,1977,40
27,1,4.2803e+05,13,3,2,4,1,1,0,0,50
28,6,1.4962e+05,13,1,6,3,1,1,0,0,40
27,1,2.5381e+05,9,6,4,6,1,2,0,0,25
21,1,3.1296e+05,9,3,2,2,5,1,0,0,40
34,1,4.8378e+05,9,3,7,4,5,1,0,0,40
18,1,1.8393e+05,9,3,3,2,1,1,0,0,12
33,1,37274,13,1,6,3,1,1,0,0,65
44,5,1.8134e+05,10,1,5,3,5,1,0,0,38
43,1,1.1458e+05,10,2,9,4,1,2,0,0,40
30,1,6.3374e+05,10,3,2,4,5,1,0,0,45
40,1,2.8637e+05,4,1,8,3,1,1,0,0,40
37,4,29054,10,1,9,3,1,1,0,0,42
34,1,3.0403e+05,9,1,9,3,5,1,0,0,40
41,2,1.4313e+05,13,2,5,4,1,2,0,0,40
53,NaN,1.3510e+05,13,2,NaN,4,1,2,0,0,50
31,1,99928,14,1,6,1,1,2,0,0,50
58,6,1.0957e+05,16,1,6,3,1,1,0,0,1
38,1,1.5522e+05,10,2,8,4,5,2,0,0,28
24,1,1.5957e+05,10,1,8,3,1,1,0,0,40
41,5,5.2391e+05,13,1,2,3,5,1,0,0,40
47,1,1.2094e+05,10,1,1,3,1,1,0,0,45
41,4,1.3076e+05,13,1,1,3,1,1,0,0,24
23,1,1.9739e+05,3,1,11,5,1,1,0,0,40
36,1,99374,10,2,2,4,1,1,0,0,40
40,4,56795,14,3,5,4,1,2,14084,0,55
35,1,1.3899e+05,14,1,6,5,1,1,7298,0,40
24,2,32921,9,3,4,4,1,1,0,0,40
26,1,3.9732e+05,14,3,6,4,1,2,0,1876,40
19,NaN,1.7065e+05,9,3,NaN,2,1,1,0,0,40
51,1,2.5932e+05,13,1,5,3,1,1,0,0,50
42,5,2.5482e+05,10,3,6,4,1,2,0,1340,40
37,6,48211,9,2,9,6,1,2,0,0,35
18,1,1.4016e+05,7,3,4,2,1,2,0,0,40
36,1,1.2876e+05,13,1,3,3,5,1,7298,0,36
35,1,36270,9,2,2,4,1,1,0,0,60
58,3,2.1056e+05,9,1,4,1,1,2,15024,0,35
17,1,65368,7,3,4,2,1,2,0,0,12
44,5,1.6094e+05,9,1,11,3,5,1,0,0,40
37,1,2.0836e+05,9,1,2,3,1,1,0,0,40
35,1,1.5379e+05,10,3,4,4,3,2,0,0,40
60,1,85815,9,1,2,3,2,1,0,0,40
54,3,1.2542e+05,4,1,8,3,1,1,0,0,40
37,1,6.3591e+05,13,3,5,4,5,1,0,0,60
50,1,3.1332e+05,12,2,4,4,1,2,0,0,40
38,1,1.8261e+05,13,1,4,3,1,1,0,0,50
45,1,1.0943e+05,13,1,6,3,1,1,0,0,55
25,1,2.55e+05,6,3,2,4,1,1,0,0,40
31,1,1.9786e+05,10,1,7,3,1,1,0,0,40
64,NaN,1.8766e+05,2,2,NaN,4,1,1,0,0,40
90,1,51744,9,3,3,4,5,1,0,2206,40
54,1,1.7668e+05,9,1,9,3,5,1,0,0,20
53,5,1.4036e+05,1,3,8,4,1,2,0,0,35
18,1,2.4331e+05,9,3,4,2,1,2,0,0,40
60,NaN,24215,6,2,NaN,4,3,2,0,0,10
66,2,1.6769e+05,9,1,10,3,1,1,1409,0,50
75,1,3.1421e+05,11,5,9,4,1,2,0,0,20
65,1,1.768e+05,9,2,9,4,1,2,0,0,40
35,1,5.3858e+05,7,4,11,4,5,1,3674,0,40
41,1,1.3041e+05,9,2,4,6,5,2,0,0,38
25,1,1.5973e+05,10,3,9,4,1,1,0,0,42
33,1,1.1098e+05,10,2,2,5,4,2,0,0,40
28,1,76714,15,3,6,4,1,1,0,0,55
59,6,2.687e+05,9,1,3,3,1,1,0,0,40
40,6,1.7052e+05,10,3,9,4,1,2,0,0,38
41,1,1.8014e+05,13,1,5,3,1,1,0,0,50
38,5,1.1508e+05,14,1,5,3,1,1,0,0,70
23,1,1.1546e+05,9,3,11,2,1,1,0,0,40
40,1,3.4789e+05,13,1,6,3,1,1,0,0,40
41,2,1.96e+05,9,1,3,1,1,2,0,0,20
24,6,2.7390e+05,12,1,13,3,1,1,0,0,50
20,NaN,1.1916e+05,10,3,NaN,2,1,1,0,0,20
38,1,1.7949e+05,10,2,2,4,1,1,0,1741,40
56,1,2.0358e+05,9,1,9,3,1,1,0,0,35
58,1,2.366e+05,9,1,9,3,1,1,0,0,45
32,1,1.8392e+05,9,3,3,4,1,2,0,0,34
40,1,2.0758e+05,12,1,1,3,1,1,0,1977,60
45,1,1.5314e+05,9,1,9,3,1,1,0,0,40
41,1,1.1276e+05,15,1,6,1,1,2,0,0,40
42,1,3.9078e+05,13,1,9,1,5,2,0,0,40
59,5,1.7133e+05,6,5,3,6,5,2,0,0,30
19,5,27382,10,3,9,2,1,1,0,0,40
58,1,2.5901e+05,10,3,11,4,1,1,0,0,20
42,2,3.0304e+05,9,1,10,3,2,1,0,0,40
20,1,1.1779e+05,9,3,3,2,1,2,0,0,40
32,1,1.7258e+05,9,4,3,4,1,2,0,0,30
45,1,1.8767e+05,11,5,5,4,1,2,0,0,45
50,1,2.0452e+05,4,2,2,4,1,1,0,0,40
36,1,1.5004e+05,13,2,6,2,1,2,0,0,40
45,1,98092,9,1,4,3,1,1,0,0,60
17,1,2.4592e+05,7,3,3,2,1,1,0,0,12
59,1,1.4601e+05,10,1,4,3,1,1,4064,0,40
26,1,3.7832e+05,7,1,2,3,1,1,0,0,40
37,3,2.573e+05,10,1,5,3,2,1,0,0,75
19,NaN,2.1896e+05,10,3,NaN,2,1,1,0,0,24
64,1,21174,9,1,5,3,1,1,0,0,40
33,1,1.8548e+05,13,3,6,4,1,2,0,0,45
33,1,2.2220e+05,9,1,2,1,1,2,0,0,40
61,1,69867,9,1,5,3,1,1,0,0,40
17,1,1.9126e+05,5,3,3,2,1,1,1055,0,24
50,2,30653,14,1,10,3,1,1,2407,0,98
27,5,2.0911e+05,14,3,6,2,1,1,0,0,35
30,1,70377,9,2,6,2,1,2,0,0,40
43,1,4.7798e+05,9,1,7,3,5,1,0,0,40
44,1,1.7092e+05,10,1,2,3,1,1,7298,0,40
35,1,1.9017e+05,10,3,5,4,1,2,0,0,40
25,1,1.9379e+05,10,3,1,2,1,2,0,0,40
24,1,2.7947e+05,10,1,8,1,1,2,7298,0,48
22,1,34918,13,3,6,4,1,2,0,0,15
42,5,97688,10,1,2,3,1,1,5178,0,40
34,1,1.7541e+05,12,2,4,6,5,2,0,0,45
60,1,1.7396e+05,13,2,6,4,1,2,0,0,42
21,1,2.0576e+05,9,3,7,2,1,1,0,0,40
57,4,4.2516e+05,14,1,4,3,1,1,15024,0,40
41,1,2.2053e+05,15,1,6,3,1,1,0,0,60
50,1,1.7661e+05,10,2,3,4,1,1,0,0,45
25,1,3.7199e+05,13,3,5,4,1,2,0,0,40
50,1,1.9388e+05,4,1,2,3,1,1,0,0,40
36,1,2.0035e+05,13,1,6,3,1,1,0,0,45
31,1,1.276e+05,9,2,6,4,1,2,0,0,40
29,5,2.2042e+05,13,3,13,4,1,1,0,0,56
21,1,2.3193e+05,10,3,4,2,1,1,0,0,45
27,1,2.484e+05,13,3,1,6,5,2,0,0,40
65,1,1.111e+05,9,1,11,3,1,1,0,0,16
37,3,57424,13,2,4,4,1,2,0,0,60
39,NaN,1.5744e+05,14,1,NaN,1,2,2,3464,0,40
24,1,2.7813e+05,9,3,2,2,1,1,0,0,40
38,1,1.6947e+05,9,2,4,4,1,1,0,0,80
48,1,1.4627e+05,13,1,9,3,1,1,7688,0,40
21,1,1.5372e+05,10,3,3,4,2,2,0,0,25
31,1,2.1746e+05,9,1,11,3,1,1,0,0,45
55,1,2.3864e+05,9,1,4,3,1,1,4386,0,40
24,1,3.033e+05,10,1,9,1,2,2,0,0,40
43,1,1.7332e+05,9,2,9,4,1,2,0,0,40
26,1,1.9394e+05,12,3,1,4,1,1,0,0,45
46,1,83082,12,3,6,4,1,2,0,0,33
35,1,1.9382e+05,12,1,9,3,1,1,0,0,40
41,3,34987,10,1,10,3,1,1,0,0,54
26,1,59306,13,3,4,4,1,1,0,0,40
34,1,1.429e+05,14,1,5,3,2,1,7298,0,35
19,NaN,8.6035e+05,10,3,NaN,2,5,2,0,0,25
36,2,2.0561e+05,13,2,6,4,5,2,0,0,40
22,1,1.997e+05,10,3,4,2,1,1,0,0,15
24,1,1.9195e+05,10,3,8,4,1,1,0,0,40
77,2,1.3871e+05,10,1,4,3,1,1,0,0,40
22,1,3.9909e+05,3,1,8,5,1,2,0,0,40
29,1,4.2316e+05,10,3,1,4,1,2,0,0,40
62,1,1.5984e+05,9,5,3,4,1,2,0,0,24
39,2,1.7431e+05,9,1,5,3,1,1,0,0,40
43,1,50356,10,1,2,3,1,1,0,1485,50
35,1,1.8611e+05,9,2,11,4,1,1,0,0,45
29,1,2.0038e+05,7,3,5,4,1,2,0,0,40
76,2,1.7431e+05,14,1,2,3,1,1,0,0,10
63,2,78383,9,1,10,3,1,1,0,0,45
23,NaN,2.116e+05,11,3,NaN,2,5,2,0,0,15
43,1,1.8773e+05,10,1,6,1,1,2,0,1887,50
58,2,3.2117e+05,9,1,7,3,1,1,0,0,40
66,1,1.2792e+05,9,3,11,4,1,1,2050,0,55
41,1,2.0656e+05,10,3,2,4,5,1,0,0,45
26,1,2.2456e+05,13,3,9,4,1,1,0,0,40
47,1,1.7869e+05,11,3,3,4,1,1,0,0,40
55,5,98545,6,1,9,3,1,1,0,0,40
53,1,2.4261e+05,9,1,11,3,1,1,0,0,40
17,1,2.7094e+05,3,3,3,5,1,1,0,0,48
30,1,94235,9,3,2,5,1,1,0,0,40
49,1,71195,14,3,6,4,1,1,0,0,60
19,1,1.0411e+05,9,3,4,6,5,1,0,0,30
45,1,2.6119e+05,9,1,3,3,5,1,0,0,40
26,1,94936,12,3,4,4,1,1,0,0,40
38,1,2.9648e+05,11,1,2,3,1,1,7298,0,40
36,6,1.1927e+05,9,1,13,3,1,1,7298,0,40
33,1,85043,9,3,10,4,1,1,0,0,20
22,6,2.9336e+05,10,3,13,2,5,2,0,0,40
43,2,2.419e+05,13,3,4,4,1,1,0,0,42
67,NaN,36135,7,1,NaN,3,1,1,0,0,8
30,NaN,1.5199e+05,11,2,NaN,6,1,2,0,0,40
56,1,1.0113e+05,12,6,3,4,1,1,0,0,25
31,1,1.5646e+05,13,3,6,2,1,1,0,0,25
33,1,1.1796e+05,13,1,5,3,1,1,0,0,40
26,1,1.9226e+05,9,1,3,3,1,1,0,0,40
33,1,1.1136e+05,13,1,5,3,1,1,0,0,40
46,5,3.2975e+05,7,1,11,3,1,1,0,0,30
59,NaN,3.7202e+05,13,1,NaN,3,1,1,0,0,40
38,4,95432,9,1,9,3,1,1,0,0,40
65,1,1.614e+05,7,5,3,6,4,1,0,0,40
40,1,96129,11,1,1,3,1,1,0,0,40
42,1,1.1195e+05,9,1,9,1,1,2,0,0,35
26,2,1.1712e+05,5,1,2,3,1,1,0,0,40
36,1,3.4802e+05,6,1,3,1,1,2,0,0,24
62,1,2.7009e+05,14,1,6,3,1,1,0,0,40
43,1,1.8061e+05,13,1,11,3,1,1,0,0,45
43,1,1.7458e+05,13,2,5,4,1,1,0,1564,45
22,1,4.1044e+05,9,6,4,4,1,1,0,0,55
28,1,92262,9,1,2,3,1,1,0,0,40
56,2,1.8308e+05,10,1,4,3,1,1,0,0,45
22,1,3.6259e+05,12,3,4,4,1,2,0,0,15
57,1,2.1245e+05,13,2,5,4,1,2,0,0,45
39,1,4.8106e+05,9,2,4,6,1,2,0,0,40
26,4,1.8588e+05,10,3,9,6,1,2,0,0,15
17,1,89821,7,3,3,2,1,1,0,0,10
40,6,1.8402e+05,11,1,8,3,1,1,0,0,38
45,1,2.5665e+05,9,1,8,3,5,1,0,0,40
44,1,1.6032e+05,9,3,2,4,5,1,0,0,40
20,5,3.5084e+05,10,3,9,2,1,2,0,0,10
33,1,2.674e+05,9,1,2,1,1,2,0,0,40
23,1,35633,10,3,4,4,1,1,0,0,40
46,2,80914,14,2,5,4,1,1,0,0,30
38,1,1.7293e+05,9,1,4,3,1,1,0,0,50
54,1,1.7432e+05,9,2,11,4,1,1,0,0,40
46,1,2.1496e+05,3,2,2,4,1,2,0,2339,45
25,1,3.4499e+05,10,1,2,3,1,1,0,0,40
46,1,1.087e+05,10,2,4,4,1,2,0,0,40
36,5,1.1731e+05,10,1,11,1,1,2,0,0,40
23,1,3.961e+05,9,3,3,4,1,2,0,0,25
29,1,1.3415e+05,9,4,8,4,1,1,0,0,40
44,1,1.6203e+05,10,1,9,1,1,2,0,2415,6
19,1,25429,10,3,9,2,1,2,0,0,16
19,1,2.3239e+05,9,3,3,5,1,2,0,0,40
35,1,2.201e+05,9,1,3,1,1,2,0,0,40
27,1,3.013e+05,13,3,2,4,1,1,0,0,50
46,2,2.7795e+05,12,4,2,4,1,1,0,0,40
34,6,98101,13,1,5,3,1,1,7688,0,45
34,1,1.9616e+05,9,3,3,4,1,2,0,0,35
44,1,1.1556e+05,10,1,1,3,1,1,0,0,40
45,1,96975,10,2,7,6,1,2,0,0,40
20,NaN,1.373e+05,9,3,NaN,5,1,2,0,0,35
25,1,86872,13,1,5,3,1,1,0,0,55
52,3,1.3218e+05,13,1,5,3,1,1,0,0,50
20,1,4.161e+05,10,3,7,2,1,1,0,0,40
28,1,1.0857e+05,10,3,3,4,1,2,0,0,40
50,6,2.8835e+05,13,1,13,3,1,1,0,0,40
34,1,2.2769e+05,11,2,1,4,1,2,0,0,64
28,1,1.6648e+05,4,1,7,3,4,1,0,2179,40
41,1,4.4538e+05,14,1,5,3,1,1,0,1977,65
28,1,1.1014e+05,9,1,9,3,1,1,0,0,40
46,2,3.1725e+05,9,1,2,3,1,1,0,0,25
28,NaN,1.2315e+05,10,1,NaN,1,1,2,0,1887,40
32,1,3.6466e+05,10,1,5,3,1,1,0,0,50
41,5,42346,10,2,3,4,5,2,0,0,24
24,1,2.4195e+05,9,3,7,6,5,2,0,0,40
33,1,1.185e+05,10,2,5,6,1,2,0,0,40
46,1,1.8839e+05,16,1,5,3,1,1,15024,0,60
31,6,1.0332e+06,10,1,8,3,1,1,0,0,40
35,1,92440,8,2,2,4,1,1,0,0,50
52,1,1.9076e+05,2,1,8,3,1,1,0,0,40
30,1,4.2602e+05,7,3,3,2,1,2,0,0,19
34,5,2.4387e+05,7,4,8,4,5,1,0,0,40
34,6,2.4028e+05,9,2,11,6,1,2,0,0,40
20,1,61777,10,1,4,3,1,1,0,0,30
17,1,1.7502e+05,7,3,7,2,1,1,2176,0,18
32,6,92003,13,1,5,1,1,2,0,0,40
29,1,1.884e+05,9,2,10,4,1,1,0,0,40
33,1,2.2853e+05,6,3,2,6,1,2,0,0,35
25,1,1.3337e+05,9,1,11,3,1,1,0,0,60
36,4,2.5519e+05,14,3,6,4,1,1,0,1408,40
23,1,2.0465e+05,9,3,7,4,1,1,0,0,72
63,3,2.2229e+05,9,1,5,3,1,1,0,0,40
47,5,2.8748e+05,14,1,6,3,1,1,0,0,40
80,NaN,1.0776e+05,9,5,NaN,4,1,1,0,0,24
17,NaN,2.0252e+05,7,3,NaN,2,1,1,0,0,40
40,2,2.0412e+05,13,6,6,4,1,2,2174,0,40
30,1,29662,12,1,3,1,1,2,0,0,25
27,1,1.1636e+05,10,3,2,2,2,1,0,1980,40
33,1,2.0840e+05,14,1,6,3,1,1,0,0,50
34,5,2.8484e+05,9,3,10,4,5,1,594,0,60
34,5,1.1702e+05,10,3,13,4,1,2,0,0,40
23,1,81281,10,1,9,3,1,1,0,0,40
42,5,3.4015e+05,10,1,9,1,1,2,0,0,40
29,1,3.6342e+05,13,3,6,4,1,1,0,0,40
45,1,45857,9,2,9,4,1,2,0,0,28
24,4,1.9107e+05,9,3,14,2,1,1,0,0,40
44,1,1.1663e+05,10,1,6,3,1,1,0,0,40
27,1,4.0586e+05,5,3,2,5,1,1,0,0,40
20,1,2.9823e+05,10,3,4,4,1,1,0,0,35
44,1,2.9052e+05,9,5,5,6,5,2,0,0,40
51,1,56915,9,1,2,3,3,1,0,0,40
20,1,1.4654e+05,9,1,8,3,1,1,0,0,40
17,NaN,2.5887e+05,7,3,NaN,2,1,2,0,0,5
19,1,2.064e+05,9,3,8,2,5,2,0,0,40
45,3,1.9733e+05,10,1,2,3,1,1,0,0,55
60,1,2.4506e+05,9,1,2,3,1,1,0,0,40
42,1,1.9758e+05,12,1,5,3,5,1,0,0,40
44,2,2.3488e+05,9,1,4,1,1,2,0,0,40
40,1,72887,11,1,8,3,2,1,0,0,40
30,1,1.8037e+05,9,1,5,1,1,2,0,0,40
38,1,3.513e+05,10,1,11,3,5,1,0,0,50
23,1,54012,9,1,11,3,1,1,0,0,60
32,NaN,1.1574e+05,10,1,NaN,3,1,1,0,0,40
44,1,1.1663e+05,12,3,10,2,1,1,0,0,40
54,5,2.8882e+05,9,1,11,3,5,1,0,0,40
32,1,1.326e+05,13,1,6,3,1,1,0,0,50
50,1,1.9337e+05,2,6,2,6,1,1,0,0,40
24,1,1.7007e+05,13,3,1,4,1,2,0,0,20
37,1,1.2671e+05,9,1,9,1,1,2,0,0,60
52,1,35598,9,2,11,6,1,1,0,0,40
38,1,33983,10,1,11,3,1,1,0,0,40
49,1,1.9278e+05,14,1,5,3,1,1,0,1977,45
30,1,1.1855e+05,13,1,1,1,1,2,0,0,16
60,1,2.0196e+05,10,3,6,6,1,1,0,0,40
22,NaN,1.3988e+05,10,3,NaN,2,1,1,0,0,40
35,1,2.8502e+05,9,3,2,4,1,1,0,0,40
30,1,3.0399e+05,9,3,11,4,1,1,0,0,60
67,1,49401,11,2,3,4,1,2,0,0,24
46,1,2.792e+05,13,3,2,4,1,2,0,0,40
